"NUM_CLIENTE","MES_MG","VALOR_MG_CONTRIBUICAO"
1442,"Dezembro",43.16
506,"Janeiro",73.23
506,"Fevereiro",7.93
506,"Março",60.3
506,"Abril",87.78
506,"Maio",96.56
506,"Junho",47.96
506,"Julho",50.21
506,"Agosto",90.76
506,"Setembro",74
506,"Outubro",55.24
506,"Novembro",62.1
506,"Dezembro",12.16
4161,"Janeiro",0.61
4161,"Fevereiro",28.29
4161,"Março",94.41
4161,"Abril",54.76
4161,"Maio",36.15
4161,"Junho",86.02
4161,"Julho",17.19
4161,"Agosto",26.3
4161,"Setembro",85.71
4161,"Outubro",26.72
4161,"Novembro",73.78
4161,"Dezembro",27.33
9733,"Janeiro",79.19
9733,"Fevereiro",45.8
9733,"Março",87.52
9733,"Abril",19.4
9733,"Maio",40.31
9733,"Junho",9.74
9733,"Julho",41.19
9733,"Agosto",3.61
9733,"Setembro",17.06
9733,"Outubro",44.89
9733,"Novembro",37.96
9733,"Dezembro",96.05
1343,"Janeiro",97.85
1343,"Fevereiro",31.73
1343,"Março",54.67
1343,"Abril",33.94
1343,"Maio",65.59
1343,"Junho",44.11
1343,"Julho",72.83
1343,"Agosto",32.9
1343,"Setembro",64.94
1343,"Outubro",9.65
1343,"Novembro",35.06
1343,"Dezembro",38.43
6496,"Janeiro",98.92
6496,"Fevereiro",35.56
6496,"Março",18.65
6496,"Abril",52.42
6496,"Maio",59.84
6496,"Junho",71.01
6496,"Julho",11.36
6496,"Agosto",92.32
6496,"Setembro",3.47
6496,"Outubro",89.93
6496,"Novembro",85.92
6496,"Dezembro",90.92
2678,"Janeiro",40.96
2678,"Fevereiro",18.88
2678,"Março",97.77
2678,"Abril",29.34
2678,"Maio",22.87
2678,"Junho",40.4
2678,"Julho",21.12
2678,"Agosto",17.76
2678,"Setembro",6.72
2678,"Outubro",1.07
2678,"Novembro",31.23
2678,"Dezembro",79.12
6638,"Janeiro",15.56
6638,"Fevereiro",28.03
6638,"Março",53.71
6638,"Abril",4.7
6638,"Maio",48.02
6638,"Junho",35.92
6638,"Julho",51.78
6638,"Agosto",8.54
6638,"Setembro",98.92
6638,"Outubro",18.92
6638,"Novembro",76.32
6638,"Dezembro",74.56
4199,"Janeiro",86.64
4199,"Fevereiro",74.65
4199,"Março",32.98
4199,"Abril",95.4
4199,"Maio",99.52
4199,"Junho",32.03
4199,"Julho",68.58
4199,"Agosto",91.51
4199,"Setembro",43.29
4199,"Outubro",14.96
4199,"Novembro",63.63
4199,"Dezembro",35.31
4774,"Janeiro",98.56
4774,"Fevereiro",42.35
4774,"Março",65.83
4774,"Abril",42.9
4774,"Maio",30.52
4774,"Junho",69.09
4774,"Julho",82.21
4774,"Agosto",37.52
4774,"Setembro",24.06
4774,"Outubro",89.08
4774,"Novembro",59.53
4774,"Dezembro",53.04
6084,"Janeiro",56.51
6084,"Fevereiro",86.45
6084,"Março",69.8
6084,"Abril",3.21
6084,"Maio",23.54
6084,"Junho",55.97
6084,"Julho",9.18
6084,"Agosto",56.71
6084,"Setembro",42.81
6084,"Outubro",34.89
6084,"Novembro",47.66
6084,"Dezembro",66.14
545,"Janeiro",20.56
545,"Fevereiro",20.52
545,"Março",37.88
545,"Abril",49.17
545,"Maio",1.02
545,"Junho",48.76
545,"Julho",70.24
545,"Agosto",50.37
545,"Setembro",66.31
545,"Outubro",81.78
545,"Novembro",27.66
545,"Dezembro",60.34
6494,"Janeiro",95.29
6494,"Fevereiro",48.72
6494,"Março",62.33
6494,"Abril",37.23
6494,"Maio",13.41
6494,"Junho",70.5
6494,"Julho",58.96
6494,"Agosto",53.61
6494,"Setembro",69.58
6494,"Outubro",54.33
6494,"Novembro",27.39
6494,"Dezembro",46.18
7689,"Janeiro",88.51
7689,"Fevereiro",37.18
7689,"Março",76.63
7689,"Abril",46.4
7689,"Maio",79.87
7689,"Junho",61.83
7689,"Julho",91.14
7689,"Agosto",46.74
7689,"Setembro",93.49
7689,"Outubro",13.92
7689,"Novembro",20.56
7689,"Dezembro",95.89
8666,"Janeiro",53.19
8666,"Fevereiro",1.24
8666,"Março",72.93
8666,"Abril",15.66
8666,"Maio",68.46
8666,"Junho",78.99
8666,"Julho",74.63
8666,"Agosto",55.3
8666,"Setembro",40.16
8666,"Outubro",32.58
8666,"Novembro",5.55
8666,"Dezembro",32.73
7149,"Janeiro",70.88
7149,"Fevereiro",94.27
7149,"Março",31.55
7149,"Abril",5.15
7149,"Maio",27.99
7149,"Junho",58.8
7149,"Julho",65.86
7149,"Agosto",21.4
7149,"Setembro",42.9
7149,"Outubro",46.44
7149,"Novembro",93.07
7149,"Dezembro",69.69
6988,"Janeiro",36.65
6988,"Fevereiro",74.1
6988,"Março",36.69
6988,"Abril",84.07
6988,"Maio",19.56
6988,"Junho",88.95
6988,"Julho",46.28
6988,"Agosto",47.23
6988,"Setembro",59.99
6988,"Outubro",23.37
6988,"Novembro",9.72
6988,"Dezembro",7.08
3533,"Janeiro",65.72
3533,"Fevereiro",11.41
3533,"Março",97.36
3533,"Abril",28.72
3533,"Maio",35.07
3533,"Junho",59.68
3533,"Julho",8.77
3533,"Agosto",20.55
3533,"Setembro",54.1
3533,"Outubro",23.14
3533,"Novembro",47.92
3533,"Dezembro",83.57
6619,"Janeiro",79.07
6619,"Fevereiro",24.76
6619,"Março",89.94
6619,"Abril",94.79
6619,"Maio",32.36
6619,"Junho",79.06
6619,"Julho",88.6
6619,"Agosto",17.82
6619,"Setembro",1.51
6619,"Outubro",43.12
6619,"Novembro",89.47
6619,"Dezembro",40.05
9778,"Janeiro",36.59
9778,"Fevereiro",88.6
9778,"Março",43.13
9778,"Abril",24.43
9778,"Maio",98.32
9778,"Junho",63.37
9778,"Julho",87.63
9778,"Agosto",96.9
9778,"Setembro",21.18
9778,"Outubro",71.07
9778,"Novembro",10.95
9778,"Dezembro",58.21
8023,"Janeiro",52.04
8023,"Fevereiro",2.04
8023,"Março",11.27
8023,"Abril",64.3
8023,"Maio",87.27
8023,"Junho",87.46
8023,"Julho",67.42
8023,"Agosto",16.15
8023,"Setembro",85.05
8023,"Outubro",63.49
8023,"Novembro",27.59
8023,"Dezembro",87.85
7275,"Janeiro",38.33
7275,"Fevereiro",5.44
7275,"Março",41.35
7275,"Abril",11.4
7275,"Maio",20.55
7275,"Junho",45.04
7275,"Julho",27.21
7275,"Agosto",25.45
7275,"Setembro",22.02
7275,"Outubro",41.11
7275,"Novembro",48.32
7275,"Dezembro",19.81
3778,"Janeiro",76.1
3778,"Fevereiro",25.75
3778,"Março",1.52
3778,"Abril",95.3
3778,"Maio",74.19
3778,"Junho",60.44
3778,"Julho",93.39
3778,"Agosto",72.74
3778,"Setembro",67.24
3778,"Outubro",90.46
3778,"Novembro",47.9
3778,"Dezembro",32.71
2458,"Janeiro",59.3
2458,"Fevereiro",56.11
2458,"Março",92.59
2458,"Abril",21.42
2458,"Maio",86.17
2458,"Junho",61.05
2458,"Julho",3.27
2458,"Agosto",3.86
2458,"Setembro",3.15
2458,"Outubro",72.26
2458,"Novembro",29.29
2458,"Dezembro",46.81
1186,"Janeiro",20.37
1186,"Fevereiro",77.66
1186,"Março",63.29
1186,"Abril",85.93
1186,"Maio",29.66
1186,"Junho",87.74
1186,"Julho",44.33
1186,"Agosto",75.85
1186,"Setembro",45.67
1186,"Outubro",36.8
1186,"Novembro",77.84
1186,"Dezembro",95.94
473,"Janeiro",23.41
473,"Fevereiro",62.51
473,"Março",51.65
473,"Abril",53.89
473,"Maio",4.28
473,"Junho",17.74
473,"Julho",33.72
473,"Agosto",43.49
473,"Setembro",48.35
473,"Outubro",29.1
473,"Novembro",62.48
473,"Dezembro",66.77
2518,"Janeiro",17.05
2518,"Fevereiro",46.21
2518,"Março",78.37
2518,"Abril",67.07
2518,"Maio",0.21
2518,"Junho",14.93
2518,"Julho",2.08
2518,"Agosto",92.67
2518,"Setembro",86.37
2518,"Outubro",79.89
2518,"Novembro",34.05
2518,"Dezembro",73.73
6530,"Janeiro",50.58
6530,"Fevereiro",69.87
6530,"Março",25.33
6530,"Abril",30.66
6530,"Maio",30.61
6530,"Junho",64.82
6530,"Julho",94.13
6530,"Agosto",31.04
6530,"Setembro",97.65
6530,"Outubro",98.77
6530,"Novembro",95.33
6530,"Dezembro",42.49
5729,"Janeiro",38.93
5729,"Fevereiro",62.41
5729,"Março",80.16
5729,"Abril",62.48
5729,"Maio",88.47
5729,"Junho",27.57
5729,"Julho",67.51
5729,"Agosto",19.75
5729,"Setembro",6.58
5729,"Outubro",92.69
5729,"Novembro",4.68
5729,"Dezembro",24.27
8833,"Janeiro",42.45
8833,"Fevereiro",33.85
8833,"Março",31.05
8833,"Abril",95.24
8833,"Maio",78.4
8833,"Junho",9.16
8833,"Julho",50.74
8833,"Agosto",60.28
8833,"Setembro",32.51
8833,"Outubro",34.23
8833,"Novembro",93.79
8833,"Dezembro",60.68
443,"Janeiro",77.95
443,"Fevereiro",10.14
443,"Março",37.46
443,"Abril",66.6
443,"Maio",84.89
443,"Junho",71.51
443,"Julho",56.68
443,"Agosto",21.17
443,"Setembro",92.67
443,"Outubro",3.73
443,"Novembro",8.23
443,"Dezembro",49.41
1265,"Janeiro",41.63
1265,"Fevereiro",57.59
1265,"Março",53.05
1265,"Abril",87.75
1265,"Maio",34.43
1265,"Junho",47.2
1265,"Julho",14.79
1265,"Agosto",48.1
1265,"Setembro",56.05
1265,"Outubro",11.26
1265,"Novembro",0.33
1265,"Dezembro",19.17
9015,"Janeiro",48.26
9015,"Fevereiro",15.73
9015,"Março",87.61
9015,"Abril",90.38
9015,"Maio",65.82
9015,"Junho",74.43
9015,"Julho",11.52
9015,"Agosto",68.91
9015,"Setembro",30.28
9015,"Outubro",90.03
9015,"Novembro",49.18
9015,"Dezembro",48.95
4796,"Janeiro",65.15
4796,"Fevereiro",32.44
4796,"Março",13.18
4796,"Abril",48.65
4796,"Maio",8.03
4796,"Junho",71.84
4796,"Julho",51.74
4796,"Agosto",40.16
4796,"Setembro",70.3
4796,"Outubro",58.24
4796,"Novembro",53.31
4796,"Dezembro",30.02
4833,"Janeiro",71.45
4833,"Fevereiro",44.65
4833,"Março",38.15
4833,"Abril",32.88
4833,"Maio",93.55
4833,"Junho",52.04
4833,"Julho",23.61
4833,"Agosto",53.69
4833,"Setembro",93.09
4833,"Outubro",78.1
4833,"Novembro",77.44
4833,"Dezembro",12.66
3333,"Janeiro",59.85
3333,"Fevereiro",30.99
3333,"Março",11.04
3333,"Abril",47.8
3333,"Maio",74.99
3333,"Junho",39.88
3333,"Julho",84.95
3333,"Agosto",82.51
3333,"Setembro",39.96
3333,"Outubro",26.67
3333,"Novembro",20.72
3333,"Dezembro",36.39
8540,"Janeiro",34.11
8540,"Fevereiro",15.77
8540,"Março",0.87
8540,"Abril",85.27
8540,"Maio",48.3
8540,"Junho",29.29
8540,"Julho",52.21
8540,"Agosto",18.24
8540,"Setembro",71.52
8540,"Outubro",76.06
8540,"Novembro",29.41
8540,"Dezembro",33.17
6926,"Janeiro",3.99
6926,"Fevereiro",11.97
6926,"Março",72.92
6926,"Abril",66.34
6926,"Maio",20.18
6926,"Junho",46.26
6926,"Julho",25.88
6926,"Agosto",19.85
6926,"Setembro",15.65
6926,"Outubro",26.63
6926,"Novembro",96.8
6926,"Dezembro",40.43
8467,"Janeiro",66.38
8467,"Fevereiro",29.2
8467,"Março",36.4
8467,"Abril",10.43
8467,"Maio",6.49
8467,"Junho",58.5
8467,"Julho",33.24
8467,"Agosto",7.62
8467,"Setembro",51.56
8467,"Outubro",41.49
8467,"Novembro",78.38
8467,"Dezembro",12.26
4717,"Janeiro",78.75
4717,"Fevereiro",19.16
4717,"Março",68.52
4717,"Abril",60.82
4717,"Maio",23.74
4717,"Junho",71.81
4717,"Julho",23.36
4717,"Agosto",48.78
4717,"Setembro",63.65
4717,"Outubro",54.3
4717,"Novembro",89.17
4717,"Dezembro",4.12
8556,"Janeiro",0.44
8556,"Fevereiro",56.66
8556,"Março",25.21
8556,"Abril",95.35
8556,"Maio",63.1
8556,"Junho",15.47
8556,"Julho",68.02
8556,"Agosto",58.76
8556,"Setembro",97.64
8556,"Outubro",74.05
8556,"Novembro",62.99
8556,"Dezembro",97.26
4250,"Janeiro",36.93
4250,"Fevereiro",75.91
4250,"Março",96.49
4250,"Abril",10.41
4250,"Maio",63.2
4250,"Junho",26.47
4250,"Julho",29.6
4250,"Agosto",18.87
4250,"Setembro",52.8
4250,"Outubro",47.48
4250,"Novembro",41.96
4250,"Dezembro",56.64
5910,"Janeiro",65.44
5910,"Fevereiro",1.16
5910,"Março",82.96
5910,"Abril",9.03
5910,"Maio",75.43
5910,"Junho",68.42
5910,"Julho",22.87
5910,"Agosto",50.32
5910,"Setembro",68.73
5910,"Outubro",98.46
5910,"Novembro",90
5910,"Dezembro",96.69
6219,"Janeiro",15.87
6219,"Fevereiro",13.6
6219,"Março",27.48
6219,"Abril",14.39
6219,"Maio",79.02
6219,"Junho",66.18
6219,"Julho",43.65
6219,"Agosto",4.19
6219,"Setembro",39.57
6219,"Outubro",21.47
6219,"Novembro",0.5
6219,"Dezembro",70.3
64,"Janeiro",56.94
64,"Fevereiro",9.6
64,"Março",14.63
64,"Abril",75.08
64,"Maio",71.94
64,"Junho",61.28
64,"Julho",12.87
64,"Agosto",38.45
64,"Setembro",84.73
64,"Outubro",9.15
64,"Novembro",9.13
64,"Dezembro",29.95
4035,"Janeiro",72.92
4035,"Fevereiro",32.71
4035,"Março",16.84
4035,"Abril",92.43
4035,"Maio",33.59
4035,"Junho",51.94
4035,"Julho",26.35
4035,"Agosto",34.2
4035,"Setembro",35.16
4035,"Outubro",53.05
4035,"Novembro",99.58
4035,"Dezembro",53.71
1891,"Janeiro",71.78
1891,"Fevereiro",97.7
1891,"Março",5.15
1891,"Abril",49.28
1891,"Maio",0.28
1891,"Junho",70.63
1891,"Julho",20.22
1891,"Agosto",1.47
1891,"Setembro",13.99
1891,"Outubro",51.77
1891,"Novembro",64.39
1891,"Dezembro",89.13
5619,"Janeiro",18.01
5619,"Fevereiro",65.06
5619,"Março",94.36
5619,"Abril",23.83
5619,"Maio",24.33
5619,"Junho",52.55
5619,"Julho",5.11
5619,"Agosto",78.71
5619,"Setembro",17.76
5619,"Outubro",15.62
5619,"Novembro",7.45
5619,"Dezembro",75.38
8770,"Janeiro",73.88
8770,"Fevereiro",15.92
8770,"Março",78.68
8770,"Abril",43.4
8770,"Maio",47.54
8770,"Junho",81.37
8770,"Julho",9.66
8770,"Agosto",75.39
8770,"Setembro",71.42
8770,"Outubro",49.58
8770,"Novembro",9.79
8770,"Dezembro",44.77
2299,"Janeiro",0.96
2299,"Fevereiro",19.26
2299,"Março",2.16
2299,"Abril",92.39
2299,"Maio",92.42
2299,"Junho",14.42
2299,"Julho",33.06
2299,"Agosto",36.98
2299,"Setembro",82.82
2299,"Outubro",33.09
2299,"Novembro",61.75
2299,"Dezembro",11.9
9013,"Janeiro",47.08
9013,"Fevereiro",82.65
9013,"Março",55.62
9013,"Abril",45.63
9013,"Maio",32.39
9013,"Junho",22.69
9013,"Julho",5.81
9013,"Agosto",62.47
9013,"Setembro",55.83
9013,"Outubro",74.1
9013,"Novembro",54.93
9013,"Dezembro",75.33
9548,"Janeiro",73.78
9548,"Fevereiro",17.34
9548,"Março",29.54
9548,"Abril",39.41
9548,"Maio",62.21
9548,"Junho",53.23
9548,"Julho",62.07
9548,"Agosto",56.69
9548,"Setembro",47.39
9548,"Outubro",31.85
9548,"Novembro",65.05
9548,"Dezembro",69.05
1318,"Janeiro",39.3
1318,"Fevereiro",66.26
1318,"Março",61.62
1318,"Abril",94.76
1318,"Maio",28.43
1318,"Junho",94.52
1318,"Julho",45.86
1318,"Agosto",7.18
1318,"Setembro",55.43
1318,"Outubro",76.45
1318,"Novembro",97.37
1318,"Dezembro",14.85
5199,"Janeiro",20.7
5199,"Fevereiro",99.23
5199,"Março",24.17
5199,"Abril",37.75
5199,"Maio",86.01
5199,"Junho",67.2
5199,"Julho",19.06
5199,"Agosto",85.69
5199,"Setembro",30.18
5199,"Outubro",46.23
5199,"Novembro",84.51
5199,"Dezembro",63.77
525,"Janeiro",30.32
525,"Fevereiro",78.11
525,"Março",93.36
525,"Abril",80.34
525,"Maio",45.63
525,"Junho",4.74
525,"Julho",25.61
525,"Agosto",47.38
525,"Setembro",69.1
525,"Outubro",5.1
525,"Novembro",0.43
525,"Dezembro",19
2881,"Janeiro",33.02
2881,"Fevereiro",39.29
2881,"Março",80.54
2881,"Abril",81.33
2881,"Maio",8.85
2881,"Junho",95.49
2881,"Julho",93.62
2881,"Agosto",86.59
2881,"Setembro",90.33
2881,"Outubro",96.58
2881,"Novembro",19.96
2881,"Dezembro",26.17
7290,"Janeiro",89.23
7290,"Fevereiro",23.1
7290,"Março",84.49
7290,"Abril",4.85
7290,"Maio",77.42
7290,"Junho",10.34
7290,"Julho",46.16
7290,"Agosto",17.95
7290,"Setembro",88.45
7290,"Outubro",80.42
7290,"Novembro",65.44
7290,"Dezembro",62.46
4966,"Janeiro",32.25
4966,"Fevereiro",44.28
4966,"Março",69.47
4966,"Abril",14.07
4966,"Maio",43.92
4966,"Junho",24.91
4966,"Julho",98.19
4966,"Agosto",85.43
4966,"Setembro",11.05
4966,"Outubro",53.22
4966,"Novembro",41.76
4966,"Dezembro",44.9
5498,"Janeiro",7.41
5498,"Fevereiro",35.28
5498,"Março",94.42
5498,"Abril",32.55
5498,"Maio",58.74
5498,"Junho",47.27
5498,"Julho",42.34
5498,"Agosto",19.41
5498,"Setembro",20.74
5498,"Outubro",91.17
5498,"Novembro",56.2
5498,"Dezembro",36.81
875,"Janeiro",90.31
875,"Fevereiro",22.3
875,"Março",9.69
875,"Abril",24.66
875,"Maio",90.64
875,"Junho",4.54
875,"Julho",89.58
875,"Agosto",71.67
875,"Setembro",63.69
875,"Outubro",34.43
875,"Novembro",31.78
875,"Dezembro",98.13
4494,"Janeiro",74.74
4494,"Fevereiro",79.34
4494,"Março",90.74
4494,"Abril",82.1
4494,"Maio",57.49
4494,"Junho",58.95
4494,"Julho",60.04
4494,"Agosto",41.15
4494,"Setembro",29.9
4494,"Outubro",31.64
4494,"Novembro",42.74
4494,"Dezembro",41
1270,"Janeiro",27.45
1270,"Fevereiro",51.06
1270,"Março",74.61
1270,"Abril",96.44
1270,"Maio",88.94
1270,"Junho",34.67
1270,"Julho",78.26
1270,"Agosto",50.73
1270,"Setembro",62.76
1270,"Outubro",85.91
1270,"Novembro",94.23
1270,"Dezembro",90.14
6574,"Janeiro",50.58
6574,"Fevereiro",83.9
6574,"Março",96.58
6574,"Abril",77.06
6574,"Maio",34.2
6574,"Junho",60.49
6574,"Julho",24.85
6574,"Agosto",46.51
6574,"Setembro",95.07
6574,"Outubro",92.71
6574,"Novembro",97.46
6574,"Dezembro",29.77
1865,"Janeiro",4.45
1865,"Fevereiro",6.76
1865,"Março",87.16
1865,"Abril",66.08
1865,"Maio",66.65
1865,"Junho",19.63
1865,"Julho",25.35
1865,"Agosto",10.83
1865,"Setembro",99.29
1865,"Outubro",81.07
1865,"Novembro",49.9
1865,"Dezembro",79.59
4119,"Janeiro",55.75
4119,"Fevereiro",27.44
4119,"Março",74.55
4119,"Abril",37.38
4119,"Maio",34.88
4119,"Junho",33.96
4119,"Julho",17.08
4119,"Agosto",76.32
4119,"Setembro",95.35
4119,"Outubro",28.05
4119,"Novembro",63.43
4119,"Dezembro",41.89
9423,"Janeiro",62.96
9423,"Fevereiro",85.09
9423,"Março",85.43
9423,"Abril",74.19
9423,"Maio",56.79
9423,"Junho",25.83
9423,"Julho",85.76
9423,"Agosto",66.12
9423,"Setembro",23.52
9423,"Outubro",30.66
9423,"Novembro",90.82
9423,"Dezembro",79.72
162,"Janeiro",62.3
162,"Fevereiro",29.28
162,"Março",82.8
162,"Abril",98.01
162,"Maio",53.25
162,"Junho",11.56
162,"Julho",9.13
162,"Agosto",19.88
162,"Setembro",83.17
162,"Outubro",36.93
162,"Novembro",34.71
162,"Dezembro",56.45
8884,"Janeiro",26.96
8884,"Fevereiro",63.13
8884,"Março",36.88
8884,"Abril",82.5
8884,"Maio",71.23
8884,"Junho",67.52
8884,"Julho",41.78
8884,"Agosto",64.08
8884,"Setembro",43.36
8884,"Outubro",41.39
8884,"Novembro",99.32
8884,"Dezembro",54.62
2621,"Janeiro",44.14
2621,"Fevereiro",36.98
2621,"Março",0.52
2621,"Abril",86.01
2621,"Maio",92.13
2621,"Junho",99.76
2621,"Julho",96.51
2621,"Agosto",90.22
2621,"Setembro",60.48
2621,"Outubro",10.24
2621,"Novembro",71.32
2621,"Dezembro",45.07
4610,"Janeiro",43.42
4610,"Fevereiro",52.72
4610,"Março",81.06
4610,"Abril",29.73
4610,"Maio",73.1
4610,"Junho",55.77
4610,"Julho",85.83
4610,"Agosto",30.33
4610,"Setembro",83.38
4610,"Outubro",85.81
4610,"Novembro",7.32
4610,"Dezembro",90.91
258,"Janeiro",10.88
258,"Fevereiro",40.66
258,"Março",46.53
258,"Abril",4.17
258,"Maio",73
258,"Junho",90.73
258,"Julho",87.93
258,"Agosto",51.31
258,"Setembro",89.12
258,"Outubro",14.09
258,"Novembro",37.14
258,"Dezembro",92.1
8773,"Janeiro",35.24
8773,"Fevereiro",77.04
8773,"Março",43.67
8773,"Abril",96.53
8773,"Maio",91.55
8773,"Junho",55.02
8773,"Julho",39.14
8773,"Agosto",45.15
8773,"Setembro",27.83
8773,"Outubro",2.9
8773,"Novembro",88.29
8773,"Dezembro",9.32
6849,"Janeiro",77.78
6849,"Fevereiro",57.94
6849,"Março",74.19
6849,"Abril",15.43
6849,"Maio",61.07
6849,"Junho",73.55
6849,"Julho",88.59
6849,"Agosto",58.03
6849,"Setembro",77.07
6849,"Outubro",52.05
6849,"Novembro",6.05
6849,"Dezembro",35.41
6906,"Janeiro",68.53
6906,"Fevereiro",89.38
6906,"Março",22.77
6906,"Abril",7.53
6906,"Maio",71.45
6906,"Junho",77.81
6906,"Julho",25.68
6906,"Agosto",48.89
6906,"Setembro",30.02
6906,"Outubro",67.9
6906,"Novembro",15.16
6906,"Dezembro",36.38
4293,"Janeiro",37.47
4293,"Fevereiro",13.15
4293,"Março",79.74
4293,"Abril",97.51
4293,"Maio",11.65
4293,"Junho",84.43
4293,"Julho",16.79
4293,"Agosto",36.36
4293,"Setembro",38.89
4293,"Outubro",75.45
4293,"Novembro",13.48
4293,"Dezembro",68.37
8856,"Janeiro",16.5
8856,"Fevereiro",75.83
8856,"Março",78.85
8856,"Abril",43.91
8856,"Maio",8.78
8856,"Junho",64.31
8856,"Julho",41.91
8856,"Agosto",45.84
8856,"Setembro",37.32
8856,"Outubro",20.96
8856,"Novembro",48.49
8856,"Dezembro",5.97
5828,"Janeiro",63.3
5828,"Fevereiro",18.83
5828,"Março",95.74
5828,"Abril",27.35
5828,"Maio",2.75
5828,"Junho",42.79
5828,"Julho",14.34
5828,"Agosto",26.73
5828,"Setembro",36.37
5828,"Outubro",30.93
5828,"Novembro",43.18
5828,"Dezembro",92.24
4201,"Janeiro",64.17
4201,"Fevereiro",8.59
4201,"Março",98.14
4201,"Abril",12.23
4201,"Maio",79.06
4201,"Junho",81.96
4201,"Julho",18.82
4201,"Agosto",30.4
4201,"Setembro",21.94
4201,"Outubro",83.21
4201,"Novembro",28.82
4201,"Dezembro",0.73
4596,"Janeiro",70.73
4596,"Fevereiro",91.07
4596,"Março",54.59
4596,"Abril",91.97
4596,"Maio",67.15
4596,"Junho",8.98
4596,"Julho",7.72
4596,"Agosto",1.64
4596,"Setembro",11.63
4596,"Outubro",43.07
4596,"Novembro",44.79
4596,"Dezembro",11.72
4100,"Janeiro",71.14
4100,"Fevereiro",6.55
4100,"Março",61.03
4100,"Abril",93.52
4100,"Maio",84.67
4100,"Junho",73.7
4100,"Julho",67.31
4100,"Agosto",81.03
4100,"Setembro",18.71
4100,"Outubro",70.33
4100,"Novembro",34.3
4100,"Dezembro",22.05
4049,"Janeiro",13.75
4049,"Fevereiro",85.38
4049,"Março",80.67
4049,"Abril",66.16
4049,"Maio",98.78
4049,"Junho",9.03
4049,"Julho",9.98
4049,"Agosto",92.25
4049,"Setembro",77.44
4049,"Outubro",82.53
4049,"Novembro",53.72
4049,"Dezembro",27.74
6089,"Janeiro",94.24
6089,"Fevereiro",40.76
6089,"Março",41.24
6089,"Abril",71.84
6089,"Maio",4.54
6089,"Junho",18.2
6089,"Julho",27.76
6089,"Agosto",14.02
6089,"Setembro",28.47
6089,"Outubro",17.9
6089,"Novembro",5.39
6089,"Dezembro",2.98
5117,"Janeiro",28.75
5117,"Fevereiro",88.18
5117,"Março",45.64
5117,"Abril",20.53
5117,"Maio",81.67
5117,"Junho",63.79
5117,"Julho",65.08
5117,"Agosto",33.75
5117,"Setembro",21.53
5117,"Outubro",51.24
5117,"Novembro",72.86
5117,"Dezembro",43.89
9020,"Janeiro",41.84
9020,"Fevereiro",57.74
9020,"Março",46.96
9020,"Abril",97.78
9020,"Maio",40.32
9020,"Junho",4.81
9020,"Julho",89.87
9020,"Agosto",87.22
9020,"Setembro",61.49
9020,"Outubro",48.71
9020,"Novembro",48.45
9020,"Dezembro",51.92
3727,"Janeiro",67.42
3727,"Fevereiro",43.26
3727,"Março",34.02
3727,"Abril",85.5
3727,"Maio",58.8
3727,"Junho",70.94
3727,"Julho",71.22
3727,"Agosto",92.16
3727,"Setembro",61.99
3727,"Outubro",99.04
3727,"Novembro",25.92
3727,"Dezembro",6.92
2982,"Janeiro",10.55
2982,"Fevereiro",46.95
2982,"Março",17.61
2982,"Abril",73.21
2982,"Maio",34.13
2982,"Junho",41.59
2982,"Julho",41.88
2982,"Agosto",94.18
2982,"Setembro",13.35
2982,"Outubro",46.7
2982,"Novembro",17.33
2982,"Dezembro",63.46
6676,"Janeiro",76.6
6676,"Fevereiro",59.65
6676,"Março",66.9
6676,"Abril",21.36
6676,"Maio",11.84
6676,"Junho",59.97
6676,"Julho",89.7
6676,"Agosto",35.89
6676,"Setembro",44.12
6676,"Outubro",73.58
6676,"Novembro",84.22
6676,"Dezembro",89.47
3329,"Janeiro",50.23
3329,"Fevereiro",71.56
3329,"Março",49.36
3329,"Abril",58.74
3329,"Maio",11.69
3329,"Junho",96.36
3329,"Julho",51.04
3329,"Agosto",28.03
3329,"Setembro",38.57
3329,"Outubro",18.9
3329,"Novembro",18.9
3329,"Dezembro",11.01
6258,"Janeiro",28.6
6258,"Fevereiro",31.46
6258,"Março",79.97
6258,"Abril",67.49
6258,"Maio",32.81
6258,"Junho",63.54
6258,"Julho",50.03
6258,"Agosto",10.04
6258,"Setembro",15.64
6258,"Outubro",54.4
6258,"Novembro",80.45
6258,"Dezembro",32.85
2149,"Janeiro",70.3
2149,"Fevereiro",3.35
2149,"Março",41.6
2149,"Abril",13.73
2149,"Maio",55.85
2149,"Junho",54.22
2149,"Julho",14.62
2149,"Agosto",58.31
2149,"Setembro",0.08
2149,"Outubro",39.73
2149,"Novembro",86.36
2149,"Dezembro",57.61
6037,"Janeiro",45.13
6037,"Fevereiro",25.44
6037,"Março",71.82
6037,"Abril",24.02
6037,"Maio",97.25
6037,"Junho",25.53
6037,"Julho",31.42
6037,"Agosto",89.81
6037,"Setembro",95.56
6037,"Outubro",56.86
6037,"Novembro",89.15
6037,"Dezembro",53.61
9160,"Janeiro",19.31
9160,"Fevereiro",78.71
9160,"Março",95.78
9160,"Abril",59.19
9160,"Maio",96.46
9160,"Junho",37.69
9160,"Julho",4.58
9160,"Agosto",69.18
9160,"Setembro",14.69
9160,"Outubro",20.86
9160,"Novembro",70.16
9160,"Dezembro",20.36
4096,"Janeiro",0.05
4096,"Fevereiro",76.94
4096,"Março",53.68
4096,"Abril",82.39
