"NUM_CLIENTE","MES_FAT","VALOR_FATURAMENTO"
655,"Dezembro",142.77
522,"Janeiro",140.93
522,"Fevereiro",672.53
522,"Março",410.41
522,"Abril",814.6
522,"Maio",270.65
522,"Junho",1312.87
522,"Julho",679.49
522,"Agosto",1096.35
522,"Setembro",601.14
522,"Outubro",35.8
522,"Novembro",1180.65
522,"Dezembro",551.25
1872,"Janeiro",1197.13
1872,"Fevereiro",132.88
1872,"Março",331.26
1872,"Abril",559.37
1872,"Maio",304.08
1872,"Junho",431.55
1872,"Julho",713.32
1872,"Agosto",1375.63
1872,"Setembro",559.34
1872,"Outubro",447.33
1872,"Novembro",552.23
1872,"Dezembro",49.85
7599,"Janeiro",320.16
7599,"Fevereiro",1237.21
7599,"Março",439.72
7599,"Abril",677.26
7599,"Maio",203.52
7599,"Junho",852.69
7599,"Julho",641.96
7599,"Agosto",604.47
7599,"Setembro",232.14
7599,"Outubro",703.69
7599,"Novembro",374.94
7599,"Dezembro",905.4
2187,"Janeiro",1155.64
2187,"Fevereiro",666.67
2187,"Março",179.69
2187,"Abril",1137.67
2187,"Maio",168.81
2187,"Junho",4.65
2187,"Julho",530.29
2187,"Agosto",759.72
2187,"Setembro",1274.12
2187,"Outubro",64.74
2187,"Novembro",1031.06
2187,"Dezembro",436.24
3293,"Janeiro",180.23
3293,"Fevereiro",545.22
3293,"Março",793.67
3293,"Abril",97.36
3293,"Maio",1433.08
3293,"Junho",298.04
3293,"Julho",38.02
3293,"Agosto",195.17
3293,"Setembro",96.2
3293,"Outubro",119.36
3293,"Novembro",453.23
3293,"Dezembro",492.51
1963,"Janeiro",651.73
1963,"Fevereiro",266.81
1963,"Março",416.6
1963,"Abril",194.67
1963,"Maio",405.19
1963,"Junho",523.82
1963,"Julho",211.07
1963,"Agosto",779.16
1963,"Setembro",503.56
1963,"Outubro",557.13
1963,"Novembro",459.38
1963,"Dezembro",588.31
1413,"Janeiro",862.75
1413,"Fevereiro",620.51
1413,"Março",902.27
1413,"Abril",1146.11
1413,"Maio",786.96
1413,"Junho",982.73
1413,"Julho",531.1
1413,"Agosto",573.19
1413,"Setembro",975.49
1413,"Outubro",203.63
1413,"Novembro",149.33
1413,"Dezembro",355.34
4733,"Janeiro",905.49
4733,"Fevereiro",903.23
4733,"Março",1207.73
4733,"Abril",797.12
4733,"Maio",16.48
4733,"Junho",184.25
4733,"Julho",95.16
4733,"Agosto",302.93
4733,"Setembro",407.22
4733,"Outubro",1161.76
4733,"Novembro",761.96
4733,"Dezembro",355.74
4080,"Janeiro",36.45
4080,"Fevereiro",1014.49
4080,"Março",232.01
4080,"Abril",140.99
4080,"Maio",351.07
4080,"Junho",1.97
4080,"Julho",775.49
4080,"Agosto",127.84
4080,"Setembro",1287.87
4080,"Outubro",130.14
4080,"Novembro",351.81
4080,"Dezembro",875.07
4410,"Janeiro",18.48
4410,"Fevereiro",654.19
4410,"Março",916.89
4410,"Abril",483.5
4410,"Maio",650.61
4410,"Junho",301.1
4410,"Julho",374.79
4410,"Agosto",23.07
4410,"Setembro",669.26
4410,"Outubro",107.55
4410,"Novembro",497.85
4410,"Dezembro",318.42
4926,"Janeiro",872.86
4926,"Fevereiro",474.88
4926,"Março",1109.84
4926,"Abril",167.75
4926,"Maio",553.28
4926,"Junho",647.06
4926,"Julho",910.78
4926,"Agosto",408.92
4926,"Setembro",540.8
4926,"Outubro",615.12
4926,"Novembro",714.41
4926,"Dezembro",859.5
8590,"Janeiro",300.24
8590,"Fevereiro",485.19
8590,"Março",617.84
8590,"Abril",577.8
8590,"Maio",689.97
8590,"Junho",1146.29
8590,"Julho",1195.95
8590,"Agosto",298.96
8590,"Setembro",907.01
8590,"Outubro",544.75
8590,"Novembro",303.72
8590,"Dezembro",213.14
7224,"Janeiro",830.68
7224,"Fevereiro",913.22
7224,"Março",575.43
7224,"Abril",102.78
7224,"Maio",58.75
7224,"Junho",1028.83
7224,"Julho",140.34
7224,"Agosto",525.58
7224,"Setembro",203.7
7224,"Outubro",16.94
7224,"Novembro",409.03
7224,"Dezembro",644.09
1519,"Janeiro",121.37
1519,"Fevereiro",474.44
1519,"Março",417.97
1519,"Abril",276.92
1519,"Maio",561.81
1519,"Junho",791.25
1519,"Julho",321.02
1519,"Agosto",122.6
1519,"Setembro",853.76
1519,"Outubro",464
1519,"Novembro",880.82
1519,"Dezembro",790.71
6612,"Janeiro",250.67
6612,"Fevereiro",768.8
6612,"Março",158.42
6612,"Abril",790.29
6612,"Maio",915.32
6612,"Junho",1072.23
6612,"Julho",1058.07
6612,"Agosto",670.04
6612,"Setembro",535.57
6612,"Outubro",491.25
6612,"Novembro",291.61
6612,"Dezembro",218.17
8706,"Janeiro",364.71
8706,"Fevereiro",1436.29
8706,"Março",269.79
8706,"Abril",946.77
8706,"Maio",46.1
8706,"Junho",567.56
8706,"Julho",1111.06
8706,"Agosto",616.46
8706,"Setembro",115.52
8706,"Outubro",178.51
8706,"Novembro",261.7
8706,"Dezembro",1025.02
1530,"Janeiro",495.95
1530,"Fevereiro",480.26
1530,"Março",638.54
1530,"Abril",349.04
1530,"Maio",844.8
1530,"Junho",641.11
1530,"Julho",660.17
1530,"Agosto",48.47
1530,"Setembro",123.4
1530,"Outubro",566.41
1530,"Novembro",682.07
1530,"Dezembro",783.13
9262,"Janeiro",706.91
9262,"Fevereiro",988.74
9262,"Março",372.53
9262,"Abril",422.15
9262,"Maio",82.27
9262,"Junho",838.66
9262,"Julho",924.15
9262,"Agosto",776.72
9262,"Setembro",853.01
9262,"Outubro",508.15
9262,"Novembro",683.61
9262,"Dezembro",1020.47
4811,"Janeiro",821.64
4811,"Fevereiro",8.46
4811,"Março",1003.93
4811,"Abril",153.98
4811,"Maio",984.98
4811,"Junho",541.22
4811,"Julho",222.2
4811,"Agosto",365.43
4811,"Setembro",632.38
4811,"Outubro",1453.02
4811,"Novembro",361.41
4811,"Dezembro",924.37
1,"Janeiro",235.42
1,"Fevereiro",337.59
1,"Março",635.08
1,"Abril",456.19
1,"Maio",1068.4
1,"Junho",874.15
1,"Julho",419.29
1,"Agosto",617.3
1,"Setembro",344.93
1,"Outubro",909.73
1,"Novembro",699.71
1,"Dezembro",111.68
9940,"Janeiro",696.94
9940,"Fevereiro",205.84
9940,"Março",940.39
9940,"Abril",1139.87
9940,"Maio",185.93
9940,"Junho",514.85
9940,"Julho",305.1
9940,"Agosto",14.69
9940,"Setembro",694.05
9940,"Outubro",841.32
9940,"Novembro",284.99
9940,"Dezembro",558.92
6640,"Janeiro",302.06
6640,"Fevereiro",244.94
6640,"Março",340.1
6640,"Abril",739.04
6640,"Maio",421.6
6640,"Junho",1020.04
6640,"Julho",121.42
6640,"Agosto",267.51
6640,"Setembro",320.08
6640,"Outubro",1312.95
6640,"Novembro",261.79
6640,"Dezembro",447.41
5167,"Janeiro",883.45
5167,"Fevereiro",662.7
5167,"Março",1349.91
5167,"Abril",746.34
5167,"Maio",458.22
5167,"Junho",692.35
5167,"Julho",580.81
5167,"Agosto",168.43
5167,"Setembro",992.88
5167,"Outubro",1083.22
5167,"Novembro",511.84
5167,"Dezembro",1192.03
1672,"Janeiro",630.69
1672,"Fevereiro",788.41
1672,"Março",151.69
1672,"Abril",23.29
1672,"Maio",2.68
1672,"Junho",396.26
1672,"Julho",545.53
1672,"Agosto",628.47
1672,"Setembro",1010.25
1672,"Outubro",469.77
1672,"Novembro",570.53
1672,"Dezembro",800.35
7549,"Janeiro",717.41
7549,"Fevereiro",826.62
7549,"Março",158.8
7549,"Abril",175.21
7549,"Maio",52.92
7549,"Junho",465.98
7549,"Julho",483.04
7549,"Agosto",463.89
7549,"Setembro",633.43
7549,"Outubro",507.91
7549,"Novembro",1128.25
7549,"Dezembro",541.44
4779,"Janeiro",1435.1
4779,"Fevereiro",735.98
4779,"Março",382.54
4779,"Abril",37.1
4779,"Maio",361.8
4779,"Junho",186.82
4779,"Julho",595.05
4779,"Agosto",967.45
4779,"Setembro",565.91
4779,"Outubro",609.84
4779,"Novembro",392.05
4779,"Dezembro",974.03
8932,"Janeiro",201.99
8932,"Fevereiro",1119.96
8932,"Março",1001.11
8932,"Abril",343.7
8932,"Maio",340.11
8932,"Junho",957.71
8932,"Julho",1255.28
8932,"Agosto",719.17
8932,"Setembro",841.02
8932,"Outubro",93.28
8932,"Novembro",91.99
8932,"Dezembro",490.7
3352,"Janeiro",1248.15
3352,"Fevereiro",90.71
3352,"Março",247.18
3352,"Abril",173.76
3352,"Maio",541.61
3352,"Junho",1086
3352,"Julho",876.34
3352,"Agosto",190.16
3352,"Setembro",98.72
3352,"Outubro",394.35
3352,"Novembro",72.02
3352,"Dezembro",1262.56
6457,"Janeiro",1440.81
6457,"Fevereiro",599.79
6457,"Março",42.95
6457,"Abril",383.63
6457,"Maio",802.81
6457,"Junho",313.73
6457,"Julho",109.82
6457,"Agosto",1053.74
6457,"Setembro",809.55
6457,"Outubro",364.95
6457,"Novembro",1005.34
6457,"Dezembro",1212.48
2752,"Janeiro",502.61
2752,"Fevereiro",1016.49
2752,"Março",597.46
2752,"Abril",998.69
2752,"Maio",1068.95
2752,"Junho",106.45
2752,"Julho",909.47
2752,"Agosto",969.77
2752,"Setembro",1229
2752,"Outubro",519.55
2752,"Novembro",540.07
2752,"Dezembro",308.33
6083,"Janeiro",870
6083,"Fevereiro",570.37
6083,"Março",548.6
6083,"Abril",989.62
6083,"Maio",321.5
6083,"Junho",41.91
6083,"Julho",78.86
6083,"Agosto",507.11
6083,"Setembro",334.32
6083,"Outubro",368.3
6083,"Novembro",654.85
6083,"Dezembro",275.66
8139,"Janeiro",67.97
8139,"Fevereiro",568.3
8139,"Março",1057.38
8139,"Abril",1305.2
8139,"Maio",595.11
8139,"Junho",839.13
8139,"Julho",1041.58
8139,"Agosto",343.72
8139,"Setembro",1223.08
8139,"Outubro",867.14
8139,"Novembro",4.12
8139,"Dezembro",1150.35
2587,"Janeiro",360.04
2587,"Fevereiro",807.31
2587,"Março",142.73
2587,"Abril",912.83
2587,"Maio",176.97
2587,"Junho",984.84
2587,"Julho",189.77
2587,"Agosto",515.96
2587,"Setembro",327.9
2587,"Outubro",584.46
2587,"Novembro",138.01
2587,"Dezembro",749.73
4870,"Janeiro",403.83
4870,"Fevereiro",161.31
4870,"Março",85.82
4870,"Abril",232.16
4870,"Maio",323.76
4870,"Junho",373.86
4870,"Julho",23.34
4870,"Agosto",608.02
4870,"Setembro",311.72
4870,"Outubro",883.64
4870,"Novembro",209.93
4870,"Dezembro",102.88
3682,"Janeiro",229.11
3682,"Fevereiro",233.21
3682,"Março",441.86
3682,"Abril",171.96
3682,"Maio",323.72
3682,"Junho",433.19
3682,"Julho",59.81
3682,"Agosto",389.73
3682,"Setembro",1037.78
3682,"Outubro",111.84
3682,"Novembro",305.48
3682,"Dezembro",318.98
8043,"Janeiro",1051.9
8043,"Fevereiro",1025.42
8043,"Março",678.48
8043,"Abril",815.53
8043,"Maio",671.49
8043,"Junho",179.34
8043,"Julho",44.41
8043,"Agosto",313.25
8043,"Setembro",876.54
8043,"Outubro",543.79
8043,"Novembro",731.98
8043,"Dezembro",211.63
2143,"Janeiro",20.91
2143,"Fevereiro",666.43
2143,"Março",394.79
2143,"Abril",1090.67
2143,"Maio",659.26
2143,"Junho",370.79
2143,"Julho",517.9
2143,"Agosto",604.41
2143,"Setembro",614.53
2143,"Outubro",214.93
2143,"Novembro",1019
2143,"Dezembro",983.01
4617,"Janeiro",251.1
4617,"Fevereiro",35.39
4617,"Março",181.31
4617,"Abril",125.58
4617,"Maio",671.28
4617,"Junho",794.88
4617,"Julho",158.84
4617,"Agosto",955.73
4617,"Setembro",132.59
4617,"Outubro",757.59
4617,"Novembro",815.62
4617,"Dezembro",608.72
8936,"Janeiro",1116.92
8936,"Fevereiro",359.41
8936,"Março",1199.83
8936,"Abril",567.42
8936,"Maio",41.68
8936,"Junho",74.63
8936,"Julho",817.5
8936,"Agosto",46.67
8936,"Setembro",438.15
8936,"Outubro",67.67
8936,"Novembro",449.23
8936,"Dezembro",799.36
2844,"Janeiro",398.28
2844,"Fevereiro",303.43
2844,"Março",885.21
2844,"Abril",341.76
2844,"Maio",177.68
2844,"Junho",1054.77
2844,"Julho",1164.1
2844,"Agosto",201.1
2844,"Setembro",740.2
2844,"Outubro",1251.62
2844,"Novembro",210.25
2844,"Dezembro",558.24
1198,"Janeiro",896.98
1198,"Fevereiro",938.13
1198,"Março",107.4
1198,"Abril",731.2
1198,"Maio",280.58
1198,"Junho",603.5
1198,"Julho",802.05
1198,"Agosto",701.69
1198,"Setembro",930.53
1198,"Outubro",1335.86
1198,"Novembro",204.35
1198,"Dezembro",1013.09
8716,"Janeiro",282.79
8716,"Fevereiro",747.99
8716,"Março",949.94
8716,"Abril",517.66
8716,"Maio",1052.59
8716,"Junho",143.56
8716,"Julho",1077.69
8716,"Agosto",635.84
8716,"Setembro",945.99
8716,"Outubro",769.79
8716,"Novembro",437.89
8716,"Dezembro",451.82
8230,"Janeiro",215.03
8230,"Fevereiro",113.76
8230,"Março",684.74
8230,"Abril",411.27
8230,"Maio",478.64
8230,"Junho",604.7
8230,"Julho",576.02
8230,"Agosto",1108.07
8230,"Setembro",731.9
8230,"Outubro",586.25
8230,"Novembro",270.23
8230,"Dezembro",222.8
5131,"Janeiro",569.05
5131,"Fevereiro",313.82
5131,"Março",1297.69
5131,"Abril",47.11
5131,"Maio",884.36
5131,"Junho",703.3
5131,"Julho",680.47
5131,"Agosto",461.49
5131,"Setembro",205.09
5131,"Outubro",774.48
5131,"Novembro",315.67
5131,"Dezembro",402.55
9389,"Janeiro",786.36
9389,"Fevereiro",81.19
9389,"Março",89.84
9389,"Abril",1264.48
9389,"Maio",262.68
9389,"Junho",1062.15
9389,"Julho",1159.04
9389,"Agosto",743.93
9389,"Setembro",516.1
9389,"Outubro",1256.51
9389,"Novembro",1183.8
9389,"Dezembro",1459.79
9706,"Janeiro",422.62
9706,"Fevereiro",621.86
9706,"Março",628.17
9706,"Abril",77.24
9706,"Maio",757.04
9706,"Junho",819.07
9706,"Julho",1024.01
9706,"Agosto",5.13
9706,"Setembro",28.82
9706,"Outubro",630.84
9706,"Novembro",566.18
9706,"Dezembro",293.76
4616,"Janeiro",628.6
4616,"Fevereiro",660.42
4616,"Março",900.03
4616,"Abril",725.29
4616,"Maio",1386.33
4616,"Junho",200.31
4616,"Julho",712.22
4616,"Agosto",1039.06
4616,"Setembro",324.47
4616,"Outubro",1225.05
4616,"Novembro",1113.32
4616,"Dezembro",341.09
252,"Janeiro",1238.76
252,"Fevereiro",870.51
252,"Março",1035.32
252,"Abril",9.47
252,"Maio",501.95
252,"Junho",639.31
252,"Julho",685.63
252,"Agosto",298.16
252,"Setembro",110.74
252,"Outubro",370.7
252,"Novembro",478.17
252,"Dezembro",724.58
88,"Janeiro",427.29
88,"Fevereiro",961.78
88,"Março",63.22
88,"Abril",1160
88,"Maio",164.01
88,"Junho",429.85
88,"Julho",498.17
88,"Agosto",661.66
88,"Setembro",949.24
88,"Outubro",471.27
88,"Novembro",444.77
88,"Dezembro",1286.09
9407,"Janeiro",233.54
9407,"Fevereiro",693.69
9407,"Março",309.45
9407,"Abril",63.1
9407,"Maio",745.61
9407,"Junho",76.35
9407,"Julho",510.17
9407,"Agosto",1078.25
9407,"Setembro",546.18
9407,"Outubro",300.15
9407,"Novembro",608
9407,"Dezembro",891.04
4874,"Janeiro",869.59
4874,"Fevereiro",32.75
4874,"Março",820.75
4874,"Abril",879.24
4874,"Maio",149.57
4874,"Junho",359.85
4874,"Julho",621.2
4874,"Agosto",262.43
4874,"Setembro",246.09
4874,"Outubro",1023.67
4874,"Novembro",558.09
4874,"Dezembro",797.56
5369,"Janeiro",449.02
5369,"Fevereiro",896.71
5369,"Março",874.45
5369,"Abril",62.16
5369,"Maio",512.49
5369,"Junho",374.97
5369,"Julho",306.43
5369,"Agosto",990.91
5369,"Setembro",1079.55
5369,"Outubro",465.34
5369,"Novembro",101.83
5369,"Dezembro",12.04
4095,"Janeiro",313.07
4095,"Fevereiro",1015.85
4095,"Março",405.47
4095,"Abril",25.17
4095,"Maio",352.42
4095,"Junho",162.87
4095,"Julho",454.36
4095,"Agosto",1208.04
4095,"Setembro",786.8
4095,"Outubro",313.03
4095,"Novembro",1168.32
4095,"Dezembro",267.55
1508,"Janeiro",595.58
1508,"Fevereiro",1326.73
1508,"Março",999.71
1508,"Abril",531.36
1508,"Maio",736.35
1508,"Junho",750.81
1508,"Julho",1134.66
1508,"Agosto",609.75
1508,"Setembro",599.59
1508,"Outubro",895.25
1508,"Novembro",57.05
1508,"Dezembro",688.5
5638,"Janeiro",762.44
5638,"Fevereiro",1065.39
5638,"Março",657.16
5638,"Abril",1383.25
5638,"Maio",210.17
5638,"Junho",918.34
5638,"Julho",673.17
5638,"Agosto",996.91
5638,"Setembro",41.56
5638,"Outubro",695.43
5638,"Novembro",513.34
5638,"Dezembro",148.72
2418,"Janeiro",745.65
2418,"Fevereiro",1131.35
2418,"Março",664.25
2418,"Abril",448.44
2418,"Maio",104.27
2418,"Junho",383.98
2418,"Julho",893.94
2418,"Agosto",665.72
2418,"Setembro",1161.59
2418,"Outubro",631.31
2418,"Novembro",791.24
2418,"Dezembro",203.19
4482,"Janeiro",811.76
4482,"Fevereiro",580.33
4482,"Março",269.89
4482,"Abril",789.98
4482,"Maio",186.92
4482,"Junho",307.08
4482,"Julho",110.01
4482,"Agosto",929.11
4482,"Setembro",463.66
4482,"Outubro",774.98
4482,"Novembro",959.62
4482,"Dezembro",1229.01
4196,"Janeiro",1106.88
4196,"Fevereiro",913.4
4196,"Março",586.45
4196,"Abril",188.99
4196,"Maio",642.5
4196,"Junho",840.46
4196,"Julho",232
4196,"Agosto",599.73
4196,"Setembro",249.95
4196,"Outubro",831.88
4196,"Novembro",229.02
4196,"Dezembro",363.96
5781,"Janeiro",966.01
5781,"Fevereiro",722.19
5781,"Março",44.53
5781,"Abril",1125.99
5781,"Maio",1331.63
5781,"Junho",1484.59
5781,"Julho",896.87
5781,"Agosto",869.24
5781,"Setembro",129.89
5781,"Outubro",572.23
5781,"Novembro",749.95
5781,"Dezembro",1370.04
7505,"Janeiro",458.1
7505,"Fevereiro",780.53
7505,"Março",9.16
7505,"Abril",81.51
7505,"Maio",753.28
7505,"Junho",910.96
7505,"Julho",950.88
7505,"Agosto",1214.72
7505,"Setembro",839.4
7505,"Outubro",221.92
7505,"Novembro",913.69
7505,"Dezembro",808.78
7340,"Janeiro",515.88
7340,"Fevereiro",380.08
7340,"Março",739.79
7340,"Abril",652.04
7340,"Maio",1223.62
7340,"Junho",931.16
7340,"Julho",127.67
7340,"Agosto",83
7340,"Setembro",781.17
7340,"Outubro",474.26
7340,"Novembro",425.87
7340,"Dezembro",24.52
4582,"Janeiro",99.75
4582,"Fevereiro",48.5
4582,"Março",164.02
4582,"Abril",1177.65
4582,"Maio",427.93
4582,"Junho",433.28
4582,"Julho",637.19
4582,"Agosto",126.42
4582,"Setembro",549.86
4582,"Outubro",160.97
4582,"Novembro",592.99
4582,"Dezembro",349.25
4272,"Janeiro",352.59
4272,"Fevereiro",1176.8
4272,"Março",644.89
4272,"Abril",604.52
4272,"Maio",760.45
4272,"Junho",289.27
4272,"Julho",1355.29
4272,"Agosto",1059.35
4272,"Setembro",865.99
4272,"Outubro",529.31
4272,"Novembro",190.09
4272,"Dezembro",769.69
6396,"Janeiro",427.56
6396,"Fevereiro",213.51
6396,"Março",460.72
6396,"Abril",573.91
6396,"Maio",475.55
6396,"Junho",838.46
6396,"Julho",1047.66
6396,"Agosto",771.02
6396,"Setembro",40.25
6396,"Outubro",218.43
6396,"Novembro",216.08
6396,"Dezembro",432.59
8817,"Janeiro",507.71
8817,"Fevereiro",834.12
8817,"Março",387.13
8817,"Abril",1019.91
8817,"Maio",389.45
8817,"Junho",87.31
8817,"Julho",505.5
8817,"Agosto",365.69
8817,"Setembro",271.69
8817,"Outubro",1355.13
8817,"Novembro",828.85
8817,"Dezembro",504.18
3021,"Janeiro",526.02
3021,"Fevereiro",83.63
3021,"Março",278.49
3021,"Abril",513.17
3021,"Maio",184.18
3021,"Junho",1200.81
3021,"Julho",845.75
3021,"Agosto",718.4
3021,"Setembro",787.01
3021,"Outubro",921.22
3021,"Novembro",1195.5
3021,"Dezembro",788.2
871,"Janeiro",807.37
871,"Fevereiro",689.93
871,"Março",463.62
871,"Abril",959.67
871,"Maio",1064.61
871,"Junho",656.56
871,"Julho",1314.16
871,"Agosto",25.22
871,"Setembro",150.85
871,"Outubro",956.25
871,"Novembro",756.95
871,"Dezembro",789.72
5741,"Janeiro",110.23
5741,"Fevereiro",108.35
5741,"Março",454.03
5741,"Abril",307.76
5741,"Maio",388.16
5741,"Junho",629.47
5741,"Julho",187.55
5741,"Agosto",45.47
5741,"Setembro",192.72
5741,"Outubro",703.19
5741,"Novembro",879.92
5741,"Dezembro",57.33
9628,"Janeiro",38.36
9628,"Fevereiro",340.87
9628,"Março",196.3
9628,"Abril",324.45
9628,"Maio",374.48
9628,"Junho",94.04
9628,"Julho",935.68
9628,"Agosto",944.52
9628,"Setembro",615.68
9628,"Outubro",1190.83
9628,"Novembro",872.77
9628,"Dezembro",1091.99
9712,"Janeiro",421.8
9712,"Fevereiro",803.69
9712,"Março",246.13
9712,"Abril",818.64
9712,"Maio",44.7
9712,"Junho",170.43
9712,"Julho",823.41
9712,"Agosto",109.58
9712,"Setembro",474.88
9712,"Outubro",1088.41
9712,"Novembro",775.25
9712,"Dezembro",538.2
2649,"Janeiro",274.37
2649,"Fevereiro",167.71
2649,"Março",1111.96
2649,"Abril",1021.85
2649,"Maio",742.85
2649,"Junho",535.92
2649,"Julho",611.28
2649,"Agosto",547.18
2649,"Setembro",498.56
2649,"Outubro",39.31
2649,"Novembro",690.99
2649,"Dezembro",710.64
521,"Janeiro",192.33
521,"Fevereiro",224.22
521,"Março",231.74
521,"Abril",92.42
521,"Maio",74.91
521,"Junho",1081.63
521,"Julho",218.85
521,"Agosto",926.13
521,"Setembro",931.28
521,"Outubro",1344.74
521,"Novembro",230.51
521,"Dezembro",850.41
5894,"Janeiro",942.73
5894,"Fevereiro",147.89
5894,"Março",742.87
5894,"Abril",950
5894,"Maio",576
5894,"Junho",291.31
5894,"Julho",396.73
5894,"Agosto",23.1
5894,"Setembro",744.06
5894,"Outubro",860.42
5894,"Novembro",483.11
5894,"Dezembro",1149.02
8665,"Janeiro",539.54
8665,"Fevereiro",489.12
8665,"Março",1233.1
8665,"Abril",259.41
8665,"Maio",587.62
8665,"Junho",556.46
8665,"Julho",341.97
8665,"Agosto",122.44
8665,"Setembro",637.7
8665,"Outubro",437
8665,"Novembro",462.28
8665,"Dezembro",459.8
2573,"Janeiro",405.53
2573,"Fevereiro",160.53
2573,"Março",340.76
2573,"Abril",444.51
2573,"Maio",952.19
2573,"Junho",427.28
2573,"Julho",489.46
2573,"Agosto",401.23
2573,"Setembro",296.12
2573,"Outubro",1011.34
2573,"Novembro",1061.24
2573,"Dezembro",672.63
7921,"Janeiro",495.97
7921,"Fevereiro",79.05
7921,"Março",650.73
7921,"Abril",86.32
7921,"Maio",164.66
7921,"Junho",319.91
7921,"Julho",740.34
7921,"Agosto",596.51
7921,"Setembro",408.49
7921,"Outubro",629.71
7921,"Novembro",66.43
7921,"Dezembro",314.7
6901,"Janeiro",33.15
6901,"Fevereiro",946.85
6901,"Março",599.28
6901,"Abril",70.82
6901,"Maio",357.73
6901,"Junho",516.23
6901,"Julho",449.43
6901,"Agosto",833.81
6901,"Setembro",544.55
6901,"Outubro",440.78
6901,"Novembro",1007.96
6901,"Dezembro",600.31
5139,"Janeiro",704.88
5139,"Fevereiro",446.28
5139,"Março",162.83
5139,"Abril",727.49
5139,"Maio",423.43
5139,"Junho",141.81
5139,"Julho",672.6
5139,"Agosto",95.91
5139,"Setembro",427.56
5139,"Outubro",551.09
5139,"Novembro",76.79
5139,"Dezembro",1207
9680,"Janeiro",973.52
9680,"Fevereiro",905.72
9680,"Março",473.94
9680,"Abril",15.25
9680,"Maio",1073.95
9680,"Junho",1114.84
9680,"Julho",453.35
9680,"Agosto",670.9
9680,"Setembro",467.55
9680,"Outubro",752.24
9680,"Novembro",916.01
9680,"Dezembro",725.04
7307,"Janeiro",84.58
7307,"Fevereiro",272.54
7307,"Março",1169.1
7307,"Abril",710.97
7307,"Maio",1061.14
7307,"Junho",530.94
7307,"Julho",389.27
7307,"Agosto",196.45
7307,"Setembro",739.9
7307,"Outubro",186.19
7307,"Novembro",1004.48
7307,"Dezembro",158.52
7958,"Janeiro",540.51
7958,"Fevereiro",692.09
7958,"Março",882.06
7958,"Abril",516.12
7958,"Maio",833.62
7958,"Junho",1083.92
7958,"Julho",592.07
7958,"Agosto",167.92
7958,"Setembro",942.45
7958,"Outubro",650.79
7958,"Novembro",62.96
7958,"Dezembro",1157.44
8871,"Janeiro",364.81
8871,"Fevereiro",668.62
8871,"Março",919.61
8871,"Abril",336.02
8871,"Maio",962.77
8871,"Junho",91.99
8871,"Julho",1076.39
8871,"Agosto",248.63
8871,"Setembro",51.19
8871,"Outubro",725.48
8871,"Novembro",29.57
8871,"Dezembro",917.03
9999,"Janeiro",204.41
9999,"Fevereiro",83.99
9999,"Março",1235.22
9999,"Abril",160.68
9999,"Maio",76.13
9999,"Junho",45.29
9999,"Julho",293.52
9999,"Agosto",910.58
9999,"Setembro",1006.66
9999,"Outubro",99.04
9999,"Novembro",236.85
9999,"Dezembro",733.82
5855,"Janeiro",480.02
5855,"Fevereiro",219.94
5855,"Março",66.9
5855,"Abril",1216.47
5855,"Maio",741.97
5855,"Junho",1042.54
5855,"Julho",899.48
5855,"Agosto",37.69
5855,"Setembro",661.95
5855,"Outubro",649.82
5855,"Novembro",370.95
5855,"Dezembro",1118.11
9390,"Janeiro",346.51
9390,"Fevereiro",364.35
9390,"Março",783.34
9390,"Abril",71.83
9390,"Maio",6.46
9390,"Junho",508.38
9390,"Julho",897.39
9390,"Agosto",59.9
9390,"Setembro",95.02
9390,"Outubro",595.33
9390,"Novembro",543.71
9390,"Dezembro",350.15
4390,"Janeiro",628.84
4390,"Fevereiro",545.1
4390,"Março",998.89
4390,"Abril",1129.08
4390,"Maio",129.7
4390,"Junho",988.94
4390,"Julho",974.58
4390,"Agosto",1171.91
4390,"Setembro",477.48
4390,"Outubro",89.21
4390,"Novembro",212.88
4390,"Dezembro",150.04
7729,"Janeiro",1008.73
7729,"Fevereiro",388.79
7729,"Março",188.91
7729,"Abril",166.5
7729,"Maio",681.75
7729,"Junho",193.85
7729,"Julho",545.26
7729,"Agosto",695.73
7729,"Setembro",738.38
7729,"Outubro",782.24
7729,"Novembro",152.79
7729,"Dezembro",1093.86
4625,"Janeiro",1476.36
4625,"Fevereiro",966.08
4625,"Março",1117.76
4625,"Abril",799.45
4625,"Maio",436.38
4625,"Junho",754.73
4625,"Julho",450.8
4625,"Agosto",770.04
4625,"Setembro",509.51
4625,"Outubro",436.67
4625,"Novembro",569
4625,"Dezembro",1063.18
9451,"Janeiro",771.53
9451,"Fevereiro",21.03
9451,"Março",623.1
9451,"Abril",170.31
9451,"Maio",635.27
9451,"Junho",695.9
9451,"Julho",6.54
9451,"Agosto",472.97
9451,"Setembro",607.05
9451,"Outubro",955.08
9451,"Novembro",319.46
9451,"Dezembro",713.5
8269,"Janeiro",938.32
8269,"Fevereiro",305.09
8269,"Março",851.22
8269,"Abril",1010.15
8269,"Maio",865.29
8269,"Junho",664.45
8269,"Julho",548.83
8269,"Agosto",1260.29
8269,"Setembro",217.65
8269,"Outubro",280.56
8269,"Novembro",956.82
8269,"Dezembro",243.31
1906,"Janeiro",867.86
1906,"Fevereiro",467.11
1906,"Março",536.53
